# Live top-level children of Figma page 4914:113562 ("✅ Social") in file 3sSzw1KewMtUbeLAv7uW0r.
# Harvested 2026-08-20 via use_figma (page.children, in document order). n = 442.
# Columns: nodeId <TAB> type <TAB> WxH <TAB> x,y <TAB> live name (VERBATIM — trailing spaces,
# double spaces and the stray ")" on 11400:91695 are all as Figma holds them; do not tidy).
# Node ids use COLONS here (Figma's native form). registry.json / *.nodes.txt use DASHES.
11365:22320	FRAME	375x1644	40487,6401	Skai > Social > Messages - Sample conversation (375 x 812px)
11368:23343	FRAME	375x812	40962,5201	Skai > Social > Messages > Sample Conversation 1VH (375 x 812px)
11530:303652	FRAME	375x812	40012,6401	Skai > Social > Messages > Sample Conversation > attachment 1VH (375 x 812px)
11373:23529	FRAME	375x812	40487,13343	Skai > Social > Messages > Sample Conversation > Unread messages 1VH (375 x 812px)
11380:24565	FRAME	375x812	40487,16943	Skai > Social > Messages > Sample Conversation > Chat settings 1VH (375 x 812px)
11387:74801	FRAME	375x812	40487,19343	Skai > Social > Messages > Sample Conversation > Unread messages 1VH (375 x 812px)
11380:24969	FRAME	375x812	40487,18143	Skai > Social > Messages > Sample Conversation > Message requests > Sample message 1VH (375 x 812px)
11373:22600	FRAME	375x812	40962,6401	Skai > Social > Messages > Sample Conversation - scroll effect 1VH (375 x 812px)
11369:24298	FRAME	375x812	40487,8543	Skai > Social > Messages > Sample Conversation > multi-select / profile 1VH (375 x 812px)
11373:22256	FRAME	375x812	40487,9743	Skai > Social > Messages > Sample Conversation > multi-select / profile > Disappearing message options 1VH (375 x 812px)
11373:22885	FRAME	375x812	40487,10943	Skai > Social > Messages > Sample Conversation > multi-select / profile > Block screenshots 1VH (375 x 812px)
11341:88224	FRAME	375x812	40962,2677	Skai > Social > Messages - empty 1VH (375 x 812px)
11398:77450	FRAME	375x1009	51476,5201	Skai > Social > Groups - search > Discover (375 x 812px)
11526:290354	FRAME	375x812	51001,5201	Skai > Social > Groups - search > Discover 1VH (375 x 812px)
11398:79350	FRAME	375x812	51001,7601	Skai > Social > Groups - search > Discover > Join gated group 1VH (375 x 812px)
11398:79037	FRAME	375x812	51476,6401	Skai > Social > Groups - search > Created 1VH (375 x 812px)
11526:290070	FRAME	375x812	51001,6401	Skai > Social > Groups - search > Created 1VH (375 x 812px)
11398:77014	FRAME	375x812	51001,4001	Skai > Social > Groups - search - empty 1VH (375 x 812px)
11398:81115	FRAME	375x812	51016,8801	Skai > Social > Groups - search - empty > Create group 1VH (375 x 812px)
11398:82297	FRAME	375x1384	51016,10001	Skai > Social > Groups - search > Discover > View group (375 x 812px)
11400:90110	FRAME	375x812	51491,10001	Skai > Social > Groups - search > Discover > View group (375 x 812px)
11399:89108	FRAME	768x1366	47926,10001	Skai > Social > Groups - search > Discover > View group (768 x 1024px)
11400:90438	FRAME	768x1255	47926,11840	Skai > Social > Groups - search > Discover > View group (768 x 1024px)
11400:91695	FRAME	768x1083	47926,13679	Skai > Social > Groups - search > Discover > View group (768 x 1024px))
11400:92142	FRAME	768x1024	47926,15518	Skai > Social > Groups - search > Discover > View group > Adjust settings 1VH (768 x 1024px)
11400:91347	FRAME	708x506	48794,11840	Members - with requests
11398:83498	FRAME	375x1442	51016,11840	Skai > Social > Groups - search > Discover > View group (375 x 812px)
11526:289885	FRAME	343x670	51491,11840	Members - with requests
11398:84195	FRAME	375x1052	51016,13679	Skai > Social > Groups - search > Discover > View group (375 x 812px)
11398:84777	FRAME	375x812	51016,15518	Skai > Social > Groups - search > Discover > View group > Adjust settings 1VH (375 x 812px)
11398:81312	FRAME	359x880	51491,8801	Right menu
11398:81450	FRAME	359x1320	51950,8801	Right menu
11396:76652	FRAME	375x1281	51476,2801	Skai > Social > Groups - search (375 x 812px)
11526:288877	FRAME	375x812	51001,2801	Skai > Social > Groups - search 1VH (375 x 812px)
11398:86869	FRAME	768x1024	47926,5201	Skai > Social > Groups - search > Discover 1VH (768 x 1024px)
11398:87644	FRAME	768x1024	47926,7601	Skai > Social > Groups - search > Discover > Join gated group 1VH (768 x 1024px)
11398:87282	FRAME	768x1024	47926,6401	Skai > Social > Groups - search > Created 1VH (768 x 1024px)
11398:86245	FRAME	768x1024	47926,4001	Skai > Social > Groups - search - empty 1VH (768 x 1024px)
11398:88883	FRAME	768x1024	47926,8801	Skai > Social > Groups - search - empty > Create group 1VH (768 x 1024px)
11398:85878	FRAME	768x1084	48794,2801	Skai > Social > Groups - search (768 x 1024px)
11530:304239	FRAME	768x1024	47926,2801	Skai > Social > Groups - search 1VH (768 x 1024px)
11341:86042	FRAME	768x1024	37698,2677	Skai > Social > Messages - empty 1VH (768 x 1024px)
11381:26920	FRAME	768x1024	37698,4001	Skai > Social > Messages 1VH (768 x 1024px)
11387:72789	FRAME	768x1024	37698,14543	Skai > Social > Messages > Sample Conversation > Groups 1VH (768 x 1024px)
11387:73334	FRAME	768x1024	37698,15743	Skai > Social > Messages > Sample Conversation > Message requests 1VH (768 x 1024px)
11385:27845	FRAME	768x1024	37698,5201	Skai > Social > Messages > Sample Conversation 1VH (768 x 1024px)
11387:72046	FRAME	768x1024	37698,12143	Skai > Social > Messages > Sample Conversation > Dropdown options 1VH (768 x 1024px)
