section	nodeId	change	title	why	implFiles
governance	7528-156426	REMOVED	Nav of chart	Frame gone from Figma with no same-title replacement; catalog row is stale	
governance	11272-125846	REMOVED	image 1	Frame gone from Figma with no same-title replacement; catalog row is stale	
governance	5373-68430	RETITLED	Skai > Governance > Proposals > New proposal ALT 1VH (1440 x 900px)	was: Skai > Governance > Proposals > New proposal 1VH (1440 x 900px)	
governance	10841-138986	RETITLED	Skai > Earn > Sample opportunity - liquidity (1440 x 900px)	was: Skai > Earn > Sample opportunity (1440 x 900px)	
governance	10852-361479	RETITLED	Skai > Earn > Sample opportunity - liquidity > Add liquidity (1440 x 900px)	was: Skai > Earn > Sample opportunity > Add liquidity (1440 x 900px)	
governance	11128-107161	RETITLED	Skai > Earn > Sample opportunity - liquidity > Add liquidity > Confirm liquidity add (1440 x 900px)	was: Skai > Earn > Sample opportunity > Add liquidity > Confirm liquidity add (1440 x 900px)	
governance	11271-125083	RETITLED	Skai > Account > Account settings > Security > 2FA > Auth app (1440 x 900px)	was: Skai > Account > Performance overview > Share networth (1440 x 900px)	
bingo	-	NOT-HARVESTED	-	10 catalogued frames were not covered by this snapshot; drift unknown	
blackjack	-	NOT-HARVESTED	-	19 catalogued frames were not covered by this snapshot; drift unknown	
chicken	-	NOT-HARVESTED	-	31 catalogued frames were not covered by this snapshot; drift unknown	
coinflip	-	NOT-HARVESTED	-	37 catalogued frames were not covered by this snapshot; drift unknown	
cover-images	-	NOT-HARVESTED	-	24 catalogued frames were not covered by this snapshot; drift unknown	
crash	-	NOT-HARVESTED	-	17 catalogued frames were not covered by this snapshot; drift unknown	
darts	-	NOT-HARVESTED	-	31 catalogued frames were not covered by this snapshot; drift unknown	
dice	-	NOT-HARVESTED	-	34 catalogued frames were not covered by this snapshot; drift unknown	
fortune-wheel	-	NOT-HARVESTED	-	25 catalogued frames were not covered by this snapshot; drift unknown	
hilo	-	NOT-HARVESTED	-	20 catalogued frames were not covered by this snapshot; drift unknown	
home	-	NOT-HARVESTED	-	222 catalogued frames were not covered by this snapshot; drift unknown	
keno	-	NOT-HARVESTED	-	27 catalogued frames were not covered by this snapshot; drift unknown	
legal	-	NOT-HARVESTED	-	10 catalogued frames were not covered by this snapshot; drift unknown	
master-sheet	-	NOT-HARVESTED	-	46 catalogued frames were not covered by this snapshot; drift unknown	
mines	-	NOT-HARVESTED	-	16 catalogued frames were not covered by this snapshot; drift unknown	
onboarding	-	NOT-HARVESTED	-	151 catalogued frames were not covered by this snapshot; drift unknown	
play	-	NOT-HARVESTED	-	345 catalogued frames were not covered by this snapshot; drift unknown	
plinko	-	NOT-HARVESTED	-	20 catalogued frames were not covered by this snapshot; drift unknown	
predict	-	NOT-HARVESTED	-	284 catalogued frames were not covered by this snapshot; drift unknown	
pwa	-	NOT-HARVESTED	-	5 catalogued frames were not covered by this snapshot; drift unknown	
rock-paper-scissors	-	NOT-HARVESTED	-	6 catalogued frames were not covered by this snapshot; drift unknown	
skai-cross	-	NOT-HARVESTED	-	15 catalogued frames were not covered by this snapshot; drift unknown	
skratch	-	NOT-HARVESTED	-	20 catalogued frames were not covered by this snapshot; drift unknown	
towers	-	NOT-HARVESTED	-	63 catalogued frames were not covered by this snapshot; drift unknown	
trade	-	NOT-HARVESTED	-	420 catalogued frames were not covered by this snapshot; drift unknown	
trade-2	-	NOT-HARVESTED	-	495 catalogued frames were not covered by this snapshot; drift unknown	
user-flow	-	NOT-HARVESTED	-	3 catalogued frames were not covered by this snapshot; drift unknown	
video-poker	-	NOT-HARVESTED	-	14 catalogued frames were not covered by this snapshot; drift unknown	
wallet	-	NOT-HARVESTED	-	178 catalogued frames were not covered by this snapshot; drift unknown	
wallet-2	-	NOT-HARVESTED	-	182 catalogued frames were not covered by this snapshot; drift unknown	
